id,traditional,pinyin,english,topic,topic_english,part_of_speech,level,simplified,relative_freq_pct
6013,緊湊,"jǐncòu ",compact,,,(VS),5,紧凑,0.000380845
6014,緊密,"jǐnmì ",close,,,(VS),5,紧密,0.00268161
6015,緊縮,"jǐnsuō ",austerity,,,(VA),5,紧缩,0.000616467
6016,謹慎,"jǐnshèn ",cautious,,,(VS),5,谨慎,0.00251966
6017,勁/勁兒,jìn/jìnr,Jin/Jiner,,,(N),5,劲/劲儿,
6018,進場,jìnchăng,Enter the market,,,(VA),5,进场,0.000671223
6019,進度,"jìndù ",schedule,,,(N),5,进度,0.0014689
6020,進而,"jìnér ",and then,,,(Conj),5,进而,0.00186668
6021,進攻,"jìngōng ",attack,,,(VA),5,进攻,0.00578331
6022,進化,"jìnhuà ",evolution,,,(VS),5,进化,0.000838046
6023,進軍,"jìnjūn ",March into,,,(VA),5,进军,0.00147661
6024,進修,"jìnxiū ",further education,,,(VA),5,进修,0.00053651
6025,進展,"jìnzhăn ",progress,,,(VA),5,进展,0.00455463
6026,晉級,"jìnjí ",promotion,,,(VS),5,晋级,0.00163992
6027,盡量,jìnliàng,try your best,,,(Adv),5,尽量,0.00458842
6028,禁令,"jìnlìng ",ban,,,(N),5,禁令,0.000529744
6029,精,"jīng ",Refined,,,(VS),5,精,0.00516743
6030,精光,"jīngguāng ",bare,,,(VS),5,精光,0.000198115
6031,精華,"jīnghuá ",Essence,,,(N),5,精华,0.00138878
6032,精明,"jīngmíng ",shrewd,,,(VS),5,精明,0.000612059
6033,精髓,"jīngsuǐ ",Essence,,,(N),5,精髓,0.000536122
6034,精緻,"jīngzhì ",Exquisite,,,(VS),5,精致,0.00197864
6035,經典,"jīngdiăn ",classic,,,(N),5,经典,0.00698916
6036,經書,"jīngshū ",scriptures,,,(N),5,经书,0.0000840569
6037,驚惶,"jīnghuáng ",panic,,,(VS),5,惊惶,0.000083717
6038,驚奇,"jīngqí ",Surprise,,,(VS),5,惊奇,0.000748529
6039,驚喜,"jīngxǐ ",surprise,,,(VS),5,惊喜,0.00405239
6040,驚險,"jīngxiăn ",thrilling,,,(VS),5,惊险,0.000506497
6041,鯨魚,"jīngyú ",whale,,,(N),5,鲸鱼,0.000148171
6042,井,"jǐng ",well,,,(N),5,井,0.00403247
6043,警報,"jǐngbào ",alarm,,,(N),5,警报,0.000572566
6044,警覺,"jǐngjué ",vigilance,,,(VS),5,警觉,0.000393915
6045,警惕,"jǐngtì ",alert,,,(VA),5,警惕,0.00169004
6046,警衛,"jǐngwèi ",guard,,,(N),5,警卫,0.000515531
6047,景觀,"jǐngguān ",landscape,,,(N),5,景观,0.00255433
6048,景氣,"jǐngqì ",prosperity,,,(N),5,景气,0.000623206
6049,景物,"jǐngwù ",scenery,,,(N),5,景物,0.000277562
6050,景象,"jǐngxiàng ",scene,,,(N),5,景象,0.00127296
6051,淨,"jìng ",net,,,(Adv),5,净,0.00733154
6052,竟,"jìng ",actually,,,(Adv),5,竟,0.00682188
6053,敬,"jìng ",respect,,,(VA),5,敬,0.00146399
6054,敬佩,"jìngpèi ",admire,,,(VS),5,敬佩,0.000437625
6055,境地,"jìngdì ",situation,,,(N),5,境地,0.000705595
6056,靜脈,jìngmài,vein,,,(N),5,静脉,0.0022167
6057,靜態,jìngtài,static,,,(N),5,静态,0.000557069
6058,競賽,"jìngsài ",competition,,,(VA),5,竞赛,0.00243971
6059,競選,"jìngxuăn ",campaign,,,(VA),5,竞选,0.00117265
6060,揪,"jiū ",pull,,,(VA),5,揪,0.000782881
6061,糾紛,"jiūfēn ",dispute,,,(N),5,纠纷,0.00298037
6062,酒店,"jiŭdiàn ",hotel,,,(N),5,酒店,0.00653953
6063,酒館,"jiŭguăn ",Tavern,,,(N),5,酒馆,0.000130411
6064,酒精,"jiŭjīng ",Alcohol,,,(N),5,酒精,0.00129787
6065,就緒,"jiùxù ",ready,,,(VS),5,就绪,0.000312705
6066,救濟,"jiùjì ",relief,,,(VA),5,救济,0.000852423
6067,救援,"jiùyuán ",rescue,,,(VA),5,救援,0.00245462
6068,居,"jū ",live,,,(VA),5,居,0.00716684
6069,局部,"júbù ",local,,,(Det),5,局部,0.0036926
6070,局面,"júmiàn ",situation,,,(N),5,局面,0.00476541
6071,沮喪,jŭsàng,frustrated,,,(VS),5,沮丧,0.000738518
6072,舉例,"jŭlì ",Example,,,(VA),5,举例,0.000533716
6073,舉止,"jŭzhǐ ",manner,,,(N),5,举止,0.00043822
6074,舉重,"jŭzhòng ",weightlifting,,,(N),5,举重,0.000432266
6075,巨人,"jùrén ",giant,,,(N),5,巨人,0.000784134
6076,拒,"jù ",refuse,,,(VA),5,拒,0.00185262
6077,距,"jù ",distance,,,(Prep),5,距,0.00510236
6078,據,"jù ",according to,,,(Prep),5,据,0.057006
6079,據悉,"jùxī ",It is reported that,,,(Conj),5,据悉,0.00817919
6080,聚餐,"jùcān ",Dinner,,,(VA),5,聚餐,0.000488658
6081,俱全,"jùquán ",Complete,,,(VS),5,俱全,0.000128223
6082,捐獻,"juānxiàn ",Donate,,,(VA),5,捐献,0.000811342
6083,捐贈,"juānzèng ",Donate,,,(VA),5,捐赠,0.00170476
6084,決賽,"juésài ",finals,,,(N),5,决赛,0.0057689
6085,決議,"juéyì ",resolution,,,(N),5,决议,0.003238
6086,抉擇,"juézé ",choice,,,(N),5,抉择,0.000515202
6087,絕大多數,"juédàduōshù ",vast majority,,,(Det),5,绝大多数,0.00213611
6088,絕跡,"juéjī ",extinct,,,(VS),5,绝迹,0.00023483
6089,均,"jūn ",all,,,(Adv),5,均,0.028293
6090,均衡,"jūnhéng ",balanced,,,(VS),5,均衡,0.00147338
6091,均勻,"jūnyún ",Uniform,,,(VS),5,均匀,0.00192151
6092,軍備,"jūnbèi ",arms,,,(N),5,军备,0.000270488
6093,軍閥,"jūnfá ",warlord,,,(N),5,军阀,0.000271232
6094,軍官,"jūnguān ",officer,,,(N),5,军官,0.00134019
6095,軍艦,"jūnjiàn ",warship,,,(N),5,军舰,0.000504192
6096,開辦,"kāibàn ",Start a business,,,(VA),5,开办,0.0013291
6097,開導,"kāidăo ",enlighten,,,(VA),5,开导,0.000218812
6098,開動,"kāidòng ",start,,,(VA),5,开动,0.000357408
6099,開飯,"kāifàn ",Have dinner,,,(VA),5,开饭,0.000199528
6100,開口,"kāikǒu ",Open your mouth,,,(VA),5,开口,0.0023638
6101,開闊,"kāikuò ",open,,,(VS),5,开阔,0.000732942
6102,開路,"kāilù ",open circuit,,,(VA),5,开路,0.000187079
6103,開幕,"kāimù ",opening,,,(VS),5,开幕,0.00239665
6104,開盤,"kāipán ",opening,,,(VA),5,开盘,0.00179228
6105,開闢,"kāipì ",open up,,,(VA),5,开辟,0.00161455
6106,開啟,"kāiqǐ ",turn on,,,(VA),5,开启,0.00186985
6107,開頭/開頭兒,kāitóu/kāitóur,beginning/beginning,,,(N),5,开头/开头儿,
6108,開銷,"kāixiāo ",overhead,,,(N),5,开销,0.000354768
6109,開業,"kāiyè ",Open for business,,,(VA),5,开业,0.00169607
6110,開展,"kāizhăn ",carry out,,,(VA),5,开展,0.0179844
6111,開張,"kāizhāng ",open,,,(VA),5,开张,0.00075794
6112,刊物,kānwù,publication,,,(N),5,刊物,0.000715548
6113,刊登,"kāndēng ",publish,,,(VA),5,刊登,0.00176505
6114,看守,"kānshǒu ",guard,,,(VA),5,看守,0.000404537
6115,康復,"kāngfù ",recovery,,,(VS),5,康复,0.00193714
6116,慷慨,"kāngkăi ",generous,,,(VS),5,慷慨,0.000439393
6117,扛,"káng ",carry,,,(VA),5,扛,0.00133301
6118,抗爭,"kàngzhēng ",fight,,,(VA),5,抗争,0.000394712
6119,考場,"kăochăng ",examination room,,,(N),5,考场,0.000943857
6120,考古,"kăogŭ ",archeology,,,(VA),5,考古,0.000980423
6121,考量,kǎoliáng,consider,,,(N),5,考量,
6122,考生,"kăoshēng ",Candidate,,,(N),5,考生,0.00577684
6123,考驗,"kăoyàn ",test,,,(VA),5,考验,0.00282088
6124,烤肉,kǎoròu,BBQ,,,(N),5,烤肉,0.000554079
6125,刻畫/劃,"kēhuà ",carve/draw,,,(VA),5,刻画/划,
6126,科幻,"kēhuàn ",science fiction,,,(VS),5,科幻,0.000372491
6127,苛責,"kēzé ",scold,,,(VA),5,苛责,0.0000344151
6128,殼,"ké ",shell,,,(N),5,壳,0.00280294
6129,可觀,"kěguān ",considerable,,,(VS),5,可观,0.000784102
6130,可見,"kějiàn ",visible,,,(Conj),5,可见,0.00445151
6131,可望,"kěwàng ",Hopeful,,,(VS),5,可望,0.000583337
6132,可行,"kěxíng ",feasible,,,(VS),5,可行,0.00107361
6133,刻薄,"kèbó ",mean,,,(VS),5,刻薄,0.000187828
6134,刻苦,"kèkŭ ",hard work,,,(VS),5,刻苦,0.000705999
6135,刻意,"kèyì ",Deliberately,,,(Adv),5,刻意,0.00126946
6136,客機,"kèjī ",airliner,,,(N),5,客机,0.000681335
6137,課業,"kèyè ",schoolwork,,,(N),5,课业,0.000094238
6138,克制,"kèzhì ",restraint,,,(VA),5,克制,0.000559883
6139,吭聲,"kēngshēng ",Say something,,,(VA),5,吭声,0.000147746
6140,空曠,"kōngkuàng ",open,,,(VS),5,空旷,0.000291546
6141,空難,kōngnàn,plane crash,,,(N),5,空难,0.000229121
6142,空談,"kōngtán ",Empty talk,,,(VA),5,空谈,0.000126184
6143,空運,"kōngyùn ",air transport,,,(VA),5,空运,0.000253647
6144,孔,"kǒng ",hole,,,(N),5,孔,0.0029899
6145,恐嚇,"kǒnghè ",intimidation,,,(VA),5,恐吓,0.000434523
6146,恐懼,"kǒngjù ",fear,,,(VS),5,恐惧,0.0020787
6147,口頭,"kǒutóu ",oral,,,(N),5,口头,0.000593932
6148,口吻,"kǒuwěn ",tone,,,(N),5,口吻,0.000283261
6149,扣除,"kòuchú ",deduct,,,(VA),5,扣除,0.00117396
6150,苦工,"kŭgōng ",hard work,,,(N),5,苦工,0.0000367838
6151,苦難,kŭnàn,suffering,,,(N),5,苦难,0.000729877
6152,苦惱,"kŭnăo ",distressed,,,(VS),5,苦恼,0.00066802
6153,苦衷,"kŭzhōng ",Difficulties,,,(N),5,苦衷,0.000185826
6154,庫存,"kùcún ",in stock,,,(N),5,库存,0.00289919
6155,誇,"kuā ",boast,,,(VA),5,夸,0.00089636
6156,誇耀,"kuāyào ",boast,,,(VA),5,夸耀,0.0000889589
6157,跨越,"kuàyuè ",span,,,(VA),5,跨越,0.0012188
6158,快活,"kuàihuó ",happy,,,(VS),5,快活,0.00031816
6159,快速,kuàisù,fast,,,(VS),5,快速,0.00958711
6160,寬廣,"kuānguăng ",broad,,,(VS),5,宽广,0.00049416
6161,寬闊,"kuānkuò ",wide,,,(VS),5,宽阔,0.000681468
6162,款,"kuăn ",payment,,,(M),5,款,0.0309527
6163,款待,"kuăndài ",hospitality,,,(VA),5,款待,0.000181657
6164,款式,"kuănshì ",shape,,,(N),5,款式,0.00152519
6165,狂風,"kuángfēng ",strong wind,,,(N),5,狂风,0.000381461
6166,狂妄,"kuángwàng ",Arrogant,,,(VS),5,狂妄,0.00026292
6167,礦產,"kuàngchăn ",mineral,,,(N),5,矿产,0.000949789
6168,礦工,kuànggōng,miner,,,(N),5,矿工,0.000813159
6169,虧,"kuī ",deficit,,,(VS),5,亏,0.0017878
6170,昆蟲,"kūnchóng ",insect,,,(N),5,昆虫,0.000418601
6171,捆,"kŭn ",bundle,,,(VA),5,捆,0.00061712
6172,困,"kùn ",Sleepy,,,(VA),5,困,0.00657626
6173,困境,"kùnjìng ",Dilemma,,,(N),5,困境,0.00175806
6174,困擾,"kùnrăo ",Troubled,,,(VS),5,困扰,0.00171147
6175,困擾,kùnrǎo,Troubled,,,(N),5,困扰,0.00171147
6176,擴建,"kuòjiàn ",Expansion,,,(VA),5,扩建,0.00120673
6177,擴散,kuòsàn,diffusion,,,(VS),5,扩散,0.00272262
6178,擴張,"kuòzhāng ",expansion,,,(VS),5,扩张,0.00341634
6179,拉票,"lāpiào ",Canvassing votes,,,(VA),5,拉票,0.000285646
6180,臘月,"làyuè ",twelfth lunar month,,,(N),5,腊月,0.000224676
6181,來賓,"láibīn ",guest,,,(N),5,来宾,0.000518819
6182,來得,"láide ",Come,,,(Adv),5,来得,
6183,來客,"láikè ",Visitor,,,(N),5,来客,0.000137639
6184,欄,lán,column,,,(M),5,栏,0.00177473
6185,攔,"lán ",bar,,,(VA),5,拦,0.00158057
6186,懶惰,"lănduò ",Lazy,,,(VS),5,懒惰,0.000451157
6187,懶散,lănsàn,lazy,,,(VS),5,懒散,0.000170212
6188,朗讀,"lăngdú ",read aloud,,,(VA),5,朗读,0.000231017
6189,朗誦,"lăngsòng ",recite,,,(VA),5,朗诵,0.000336148
6190,勞改,"láogăi ",Laogai,,,(VS),5,劳改,0.0000947107
6191,勞累,"láolèi ",tired,,,(VS),5,劳累,0.000533084
6192,老年,"lăonián ",elderly,,,(N),5,老年,0.00195641
6193,老人家,"lăorénjiā ",old man,,,(N),5,老人家,0.00133053
6194,老鼠,"lăoshŭ ",mouse,,,(N),5,老鼠,0.0017079
6195,老天爺,"lăotiānyé ",God,,,(N),5,老天爷,0.000295487
6196,老頭兒/老頭子,"lăotóur/lăotóuzi ",old man/old man,,,(N),5,老头儿/老头子,
6197,老鄉,"lăoxiāng ",fellow countryman,,,(N),5,老乡,0.000841392
6198,老子,lăozi,Lao Tzu,,,(N),5,老子,0.00307993
6199,雷,"léi ",thunder,,,(N),5,雷,0.00671463
6200,雷達,"léidá ",radar,,,(N),5,雷达,0.00101616
6201,雷同,"léitóng ",similar,,,(VS),5,雷同,0.000262654
6202,累積,lěijī,accumulation,,,(VA),5,累积,0.000816499
6203,類型,"lèixíng ",type,,,(N),5,类型,0.00489187
6204,冷凍,"lěngdòng ",freezing,,,(VA),5,冷冻,0.000664791
6205,冷汗,"lěnghàn ",Cold sweat,,,(N),5,冷汗,0.000527396
6206,冷門,"lěngmén ",Unpopular,,,(VS),5,冷门,0.000406019
6207,冷清,"lěngqīng ",Deserted,,,(VS),5,冷清,0.00047871
6208,勒索,"lèsuǒ ",blackmail,,,(VA),5,勒索,0.000293081
6209,哩,"lī ",miles,,,(P),5,哩,0.0016866
6210,黎明,"límíng ",dawn,,,(N),5,黎明,0.000763937
6211,罹難,línàn,killed,,,(VS),5,罹难,0.0000601097
6212,里程,"lǐchéng ",mileage,,,(N),5,里程,0.000620662
6213,理財,"lǐcái ",financial management,,,(VA),5,理财,0.00361711
6214,理所當然,lǐsuǒdāngrán,Of course,,,(VS),5,理所当然,0.000627864
6215,理性,"lǐxìng ",reason,,,(VS),5,理性,0.00374937
6216,理學,"lǐxué ",Neo-Confucianism,,,(N),5,理学,0.000302736
6217,理智,"lǐzhì ",reason,,,(VS),5,理智,0.00132731
6218,禮服,"lǐfú ",dress,,,(N),5,礼服,0.000704278
6219,禮節,"lǐjié ",etiquette,,,(N),5,礼节,0.000173446
6220,力求,"lìqiú ",strive to,,,(VA),5,力求,0.000921965
6221,力行,"lìxíng ",practice,,,(VA),5,力行,0.0000423179
6222,力學,"lìxué ",Mechanics,,,(N),5,力学,0.00077031
6223,立國,"lìguó ",Found a country,,,(VA),5,立国,0.0000963465
6224,立體,"lìtǐ ",three-dimensional,,,(VS),5,立体,0.00124807
6225,利率,"lìlǜ ",interest rate,,,(N),5,利率,0.0059613
6226,利弊,"lìbì ",pros and cons,,,(N),5,利弊,0.000146376
6227,例,"lì ",example,,,(N),5,例,0.0319723
6228,例,"lì ",example,,,(Prep),5,例,0.0319723
6229,歷屆,"lìjiè ",Previous sessions,,,(N),5,历届,0.000417979
6230,歷來,"lìlái ",always,,,(N),5,历来,0.000859189
6231,歷年,"lìnián ",over the years,,,(N),5,历年,0.000519775
6232,聯,"lián ",link,,,(N),5,联,0.0120933
6233,聯,"lián ",link,,,(VA),5,联,0.0120933
6234,聯盟,"liánméng ",alliance,,,(N),5,联盟,0.005056
6235,聯繫,"liánxì ",connect,,,(VA),5,联系,0.0160446
6236,聯想,"liánxiăng ",Lenovo,,,(VA),5,联想,0.00370628
6237,連帶,"liándài ",jointly and severally,,,(VS),5,连带,0.000780464
6238,連結,"liánjié ",link,,,(VA),5,连结,0.000177498
6239,連任,"liánrèn ",re-elected,,,(VA),5,连任,0.000370972
6240,連線,"liánxiàn ",Connect,,,(VA),5,连线,0.000521304
6241,廉價,"liánjià ",cheap,,,(VS),5,廉价,0.000913159
6242,廉潔,"liánjié ",Integrity,,,(VS),5,廉洁,0.00043131
6243,臉龐,"liănpáng ",face,,,(N),5,脸庞,0.000440397
6244,臉譜,"liănpŭ ",Facebook,,,(N),5,脸谱,0.000115572
6245,良機,"liángjī ",Good opportunity,,,(N),5,良机,0.000514384
6246,兩極,"liăngjí ",bipolar,,,(N),5,两极,0.000147666
6247,兩口子,"liăngkǒuzi ",couple,,,(N),5,两口子,0.000209486
6248,遼闊,"liáokuò ",vast,,,(VS),5,辽阔,0.0002537
6249,列車,"lièchē ",train,,,(N),5,列车,0.00313354
6250,列國,"lièguó ",nations,,,(N),5,列国,0.0000592918
6251,列入,"lièrù ",included,,,(VS),5,列入,0.00228811
6252,獵人,"lièrén ",hunter,,,(N),5,猎人,0.000512451
6253,烈士,"lièshì ",martyr,,,(N),5,烈士,0.000890858
6254,臨床,"línchuáng ",clinical,,,(VS),5,临床,0.00939189
6255,鄰里,"línlǐ ",Neighborhood,,,(N),5,邻里,0.000356154
6256,鈴,"líng ",bell,,,(N),5,铃,0.0013842
6257,靈,"líng ",spirit,,,(VS),5,灵,0.00548642
6258,靈感,"línggăn ",inspiration,,,(N),5,灵感,0.00176513
6259,靈驗,"língyàn ",Effective,,,(VS),5,灵验,0.000102167
6260,領隊,"lǐngduì ",leader,,,(N),5,领队,0.000698649
6261,領會,"lǐnghuì ",understand,,,(VS),5,领会,0.000597464
6262,領悟,"lǐngwù ",comprehend,,,(VS),5,领悟,0.00063139
6263,溜冰,"liūbīng ",ice skating,,,(VA),5,熘冰,
6264,留,liú,Keep,,,(VA),5,留,0.0123606
6265,流程,"liúchéng ",process,,,(N),5,流程,0.00195247
6266,流傳,"liúchuán ",spread,,,(VS),5,流传,0.00126237
6267,流落,"liúluò ",homeless,,,(VA),5,流落,0.000155553
6268,流氓,"liúmáng ",rogue,,,(N),5,流氓,0.00136905
6269,流失,"liúshī ",Loss,,,(VS),5,流失,0.00143142
6270,流水,liúshuǐ,running water,,,(N),5,流水,0.000714725
6271,流通,"liútōng ",circulation,,,(VA),5,流通,0.00881471
6272,流星,"liúxīng ",meteor,,,(N),5,流星,0.000973927
6273,流域,"liúyù ",basin,,,(N),5,流域,0.00155363
6274,柳樹,"liŭshù ",willow,,,(N),5,柳树,0.000118881
6275,籠子,"lóngzi ",cage,,,(N),5,笼子,0.000322578
6276,籠罩,"lóngzhào ",shroud,,,(VS),5,笼罩,0.000856109
6277,壟斷,"lǒngduàn ",monopoly,,,(VA),5,垄断,0.00320443
6278,樓房,"lóufáng ",building,,,(N),5,楼房,0.000841604
6279,漏,lòu,leak,,,(VS),5,漏,0.00206157
6280,爐子,"lúzi ",stove,,,(N),5,炉子,0.000213645
6281,陸地,"lùdì ",land,,,(N),5,陆地,0.000512892
6282,路過,"lùguò ",passing by,,,(VA),5,路过,
6283,露天,"lùtiān ",open air,,,(N),5,露天,0.000616222
6284,錄影,"lùyǐng ",Video,,,(VA),5,录影,0.00008189
6285,錄影機,lùyǐngjī,video recorder,,,(N),5,录影机,0.00000547031
6286,輪廓,"lúnkuò ",contour,,,(N),5,轮廓,0.000624677
6287,倫理,"lúnlǐ ",ethics,,,(N),5,伦理,0.00105457
6288,淪陷,"lúnxiàn ",fell,,,(VS),5,沦陷,0.000247757
6289,論點,"lùndiăn ",argument,,,(N),5,论点,0.00026181
6290,卵,"luăn ",egg,,,(N),5,卵,0.000792526
6291,囉嗦(ㄙㄨㄛ˙),luōsuo,啰妦(ㄙㄨㄛ˙),,,(VS),5,啰嗦(ㄙㄨㄛ˙),
6292,鑼,"luó ",gong,,,(N),5,锣,0.00038118
6293,邏輯,"luójí ",logic,,,(N),5,逻辑,0.00225193
6294,落得,"luòde ",Ended up,,,(VS),5,落得,0.000215944
6295,落魄,luòtuò,abjection,,,(VS),5,落魄,0.000180079
6296,落選,"luòxuăn ",Lost,,,(VS),5,落选,0.000264551
6297,駱駝(ㄊㄨㄛ˙),luòtuo,Camel(ㄊㄨㄛ˙),,,(N),5,骆驼(ㄊㄨㄛ˙),
6298,驢,lǘ,donkey,,,(N),5,驴,0.00102651
6299,鋁,"lǚ ",aluminum,,,(N),5,铝,0.00338161
6300,旅費,"lǚfèi ",travel expenses,,,(N),5,旅费,0.0000458603
6301,旅途,"lǚtú ",journey,,,(N),5,旅途,0.000768068
6302,履歷,lǚlì,Resume,,,(N),5,履历,0.000116056
6303,履行,"lǚxíng ",fulfill,,,(VA),5,履行,0.00385656
6304,麻醉,"mázuì ",anaesthetization,,,(VA),5,麻醉,0.00123253
6305,馬鈴薯,"mălíngshŭ ",potato,,,(N),5,马铃薯,0.000360743
6306,埋伏,"máifú ",ambush,,,(VA),5,埋伏,0.000436504
6307,買主,"măizhŭ ",buyer,,,(N),5,买主,0.000258772
6308,邁,"mài ",Mai,,,(VA),5,迈,0.00214206
6309,邁進,"màijìn ",move forward,,,(VA),5,迈进,0.000650404
6310,麥子,"màizi ",wheat,,,(N),5,麦子,0.000208089
6311,賣座,"màizuò ",blockbuster,,,(VS),5,卖座,0.0000651976
6312,瞞,"mán ",conceal,,,(VA),5,瞒,0.000780693
6313,蠻橫,"mánhèng  ",Arrogant,,,(VS),5,蛮横,0.000159648
6314,滿懷,"mănhuái ",full of heart,,,(VS),5,满怀,0.000606625
6315,漫長,"màncháng ",long,,,(VS),5,漫长,0.00145811
6316,蔓延,"mànyán ",spread,,,(VS),5,蔓延,0.00138683
6317,盲從,"mángcóng ",blindly follow,,,(VS),5,盲从,0.000116528
6318,盲人,"mángrén ",blind,,,(N),5,盲人,0.000470675
6319,芒果,"mángguǒ ",mango,,,(N),5,芒果,0.00100733
6320,茫然,"mángrán ",at a loss,,,(VS),5,茫然,0.000681409
6321,毛毯,"máotăn ",blanket,,,(N),5,毛毯,0.000174354
6322,茂密,"màomì ",dense,,,(VS),5,茂密,0.000189767
6323,冒險,"màoxiăn ",adventure,,,(VA),5,冒险,0.00165216
6324,枚,"méi ",pieces,,,(M),5,枚,0.00570617
6325,眉毛,"méimáo ",Eyebrow,,,(N),5,眉毛,0.000687315
6326,眉頭,"méitóu ",brow,,,(N),5,眉头,0.000913812
6327,媒體,"méitǐ ",media,,,(N),5,媒体,0.0209822
6328,每每,"měiměi ",often,,,(Adv),5,每每,0.00053464
6329,美滿,"měimăn ",happy,,,(VS),5,美满,0.000478126
6330,美容院,"měiróngyuàn ",beauty salon,,,(N),5,美容院,0.000330736
6331,美食,měishí,gourmet food,,,(N),5,美食,0.00248575
6332,美洲,měizhōu,America,,,(N),5,美洲,0.000606604
6333,悶,"mēn ",stuffy,,,(VS),5,闷,0.00214489
6334,悶熱,"mēnrè ",muggy,,,(VS),5,闷热,0.000271173
6335,門戶,"ménhù ",portal,,,(N),5,门户,0.00113636
6336,蒙,"méng ",Mongolian,,,(VS),5,蒙,0.00393626
6337,猛烈,měngliè,violent,,,(VS),5,勐烈,
6338,夢見,"mèngjiàn ",dream,,,(VA),5,梦见,0.000936283
6339,謎,"mí ",puzzle,,,(N),5,谜,0.000963008
6340,謎語,"míyŭ ",riddle,,,(N),5,谜语,0.0000910355
6341,迷宮,"mígōng ",maze,,,(N),5,迷宫,0.000310443
6342,迷惑,"míhuò ",confuse,,,(VS),5,迷惑,0.000624343
6343,迷戀,"míliàn ",infatuated,,,(VS),5,迷恋,0.000598059
6344,彌補,"míbŭ ",make up,,,(VA),5,弥补,0.00186411
6345,密集,"mìjí ",Dense,,,(VS),5,密集,0.0014594
6346,蜜,"mì ",honey,,,(N),5,蜜,0.00243673
6347,鳴,"míng ",Ming,,,(VA),5,鸣,0.00175277
6348,明理,"mínglǐ ",reasonable,,,(VS),5,明理,0.0000861759
6349,明日,"míngrì ",tomorrow,,,(N),5,明日,0.00115444
6350,明智,"míngzhì ",wise,,,(VS),5,明智,0.000649538
6351,名額,"míngé ",Quota,,,(N),5,名额,0.00109625
6352,名號,"mínghào ",name,,,(N),5,名号,0.000257917
6353,名氣,"míngqì ",fame,,,(N),5,名气,0.000642921
6354,名勝,"míngshèng ",Place of interest,,,(N),5,名胜,0.000234469
6355,名聲,"míngshēng ",reputation,,,(N),5,名声,0.000642023
6356,名堂,"míngtáng ",fame,,,(N),5,名堂,0.000186187
6357,名下,"míngxià ",under one's name,,,(N),5,名下,0.000343705
6358,冥想,"míngxiăng ",meditation,,,(VA),5,冥想,0.000127596
6359,命名,"mìngmíng ",name,,,(VA),5,命名,0.00158642
6360,命中,mìngzhòng,hit,,,(VA),5,命中,0.00120327
6361,綿延,"miányán ",stretch,,,(VS),5,绵延,0.000214553
6362,免稅,"miănshuì ",duty free,,,(VS),5,免税,0.000403422
6363,免疫,"miănyì ",immunity,,,(VS),5,免疫,0.00494146
6364,面孔,"miànkǒng ",face,,,(N),5,面孔,0.00109169
6365,面談,"miàntán ",Interview,,,(VA),5,面谈,0.000198726
6366,描繪,"miáohuì ",describe,,,(VA),5,描绘,0.000897386
6367,描述,miáoshù,describe,,,(VA),5,描述,0.00278017
6368,民俗,"mínsú ",folk custom,,,(N),5,民俗,0.000866895
6369,民營,"mínyíng ",Private,,,(VS),5,民营,0.00394283
6370,敏感,"mǐngăn ",sensitive,,,(VS),5,敏感,0.00345727
6371,敏捷,"mǐnjié ",agile,,,(VS),5,敏捷,0.000409795
6372,滅,"miè ",destroy,,,(VA),5,灭,0.00267562
6373,模範,"mófàn  ",model,,,(N),5,模范,0.00182084
6374,模具,"mójù ",Mold,,,(N),5,模具,0.000517735
6375,模式,"móshì ",model,,,(N),5,模式,0.0134692
6376,魔術,"móshù ",magic,,,(N),5,魔术,0.000889801
6377,末,"mò ",end,,,(Det),5,末,0.0121599
6378,末,"mò ",end,,,(N),5,末,0.0121599
6379,末期,"mòqí ",Late period,,,(N),5,末期,0.000428559
6380,墨,"mò ",ink,,,(N),5,墨,0.00148994
6381,沒落,"mòluò ",decline,,,(VS),5,没落,0.000237491
6382,沒收,"mòshōu ",confiscated,,,(VA),5,没收,0.00120146
6383,默默,"mòmò ",silently,,,(Adv),5,默默,0.0033673
6384,默契,"mòqì ",tacit agreement,,,(N),5,默契,0.00110745
6385,漠視,mòshì,disregard,,,(VS),5,漠视,0.000262007
6386,謀生,"móushēng ",make a living,,,(VA),5,谋生,0.000308451
6387,某些,"mǒuxiē ",some,,,(Det),5,某些,0.00654685
6388,畝,"mŭ ",mu,,,(M),5,亩,0.00765605
6389,母語,mǔyǔ,mother tongue,,,(N),5,母语,0.000214351
6390,木材,"mùcái ",wood,,,(N),5,木材,0.00101097
6391,木刻,"mùkē ",woodcut,,,(N),5,木刻,0.0000635884
6392,木料,"mùliào ",timber,,,(N),5,木料,0.00014619
6393,木偶,"mùǒu ",puppet,,,(N),5,木偶,0.000265512
6394,沐浴,"mùyù ",bathing,,,(VA),5,沐浴,0.000676842
6395,目睹,"mùdŭ ",witness,,,(VA),5,目睹,0.000862195
6396,目光,"mùguāng ",look,,,(N),5,目光,0.00463034
6397,目擊,"mùjí ",witness,,,(VA),5,目击,0.000297011
6398,牧場,"mùchăng ",pasture,,,(N),5,牧场,0.000284562
6399,幕,"mù ",screen,,,(N),5,幕,0.00359399
6400,募集,"mùjí ",raise,,,(VA),5,募集,0.00159061
6401,納悶,"nàmèn ",Puzzled,,,(VS),5,纳闷,0.000530652
